종목코드,종목명,매매신호,추천금액(만원),1. F점수조건(>=65),2. T점수조건(>=60),3. 계좌비중조건(<=20%),4. 재무완성도조건(>=90%),5. 악재공시뉴스조건,6. 3일수급쌍쓸이조건,최종 추매승인 여부,기본 F점수,성장성(25),현금흐름(20),모멘텀(20),재무안정(20),밸류경영(15),기술 T점수,종합점수,현재가(원),당일등락률(%),14일 ATR(원),손절 감시가격(원),손절 가격감시,손절 주문전송,익절 감시가격(원),익절 가격감시,익절 주문전송,데이터완성도(%),분석근거
207940,삼성바이오로직스,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),100.0,25.0,20.0,20.0,20.0,15.0,80.0,88.0,1552000,-0.77,65954.8,1420000,ON (상시감시),OFF (알림전용),1750000,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상회 & 호전) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 2등급(8점: OBV 9일 이평 상회) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
214450,파마리서치,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),100.0,25.0,20.0,20.0,20.0,15.0,80.0,88.0,400000,-5.99,31904.2,336000,ON (상시감시),OFF (알림전용),496000,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상회 & 호전) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 2등급(8점: OBV 9일 이평 상회) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
010140,삼성중공업,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),75.0,20.0,20.0,16.0,4.0,15.0,71.0,72.6,22300,1.36,1200.3,19890,ON (상시감시),OFF (알림전용),25900,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 4등급(6점: DI- 우위 하락세) / OBV 1등급(10점: OBV 9일 이평 상회 & 우상향) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
010120,LS일렉트릭,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),78.0,15.0,20.0,16.0,12.0,15.0,66.0,70.8,203500,-4.91,17587.9,168300,ON (상시감시),OFF (알림전용),256500,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 3등급(9점: 중기 VWAP 지지) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 2등급(8점: OBV 9일 이평 상회) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
004960,한신공영,관망,0,PASS,PASS,PASS (보유 7.0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),71.0,20.0,16.0,12.0,8.0,15.0,83.0,78.2,11710,5.88,597.1,10510,ON (상시감시),OFF (알림전용),13510,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상회 & 호전) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 1등급(15점: 상한선 돌파 상방 밴드위드 확장) / DMI 1등급(15점: DI+ 우위 및 강한 추세) / OBV 1등급(10점: OBV 9일 이평 상회 & 우상향) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
055490,테이팩스,관망,0,PASS,PASS,FAIL (비중과다 21.5%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),91.0,20.0,20.0,16.0,20.0,15.0,64.0,74.8,14500,-4.67,1183.6,12130,ON (상시감시),OFF (알림전용),18050,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 2등급(12점: 단기 VWAP 상회) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 2등급(12점: DI+ 우위) / OBV 2등급(8점: OBV 9일 이평 상회) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
140670,알에스오토메이션,관망,0,FAIL,PASS,PASS (보유 2.0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),47.0,5.0,16.0,4.0,16.0,6.0,66.0,58.4,10760,0.19,1032.0,8690,ON (상시감시),OFF (알림전용),13860,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 2등급(12점: 단기 VWAP 상회) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 2등급(12점: DI+ 우위) / OBV 1등급(10점: OBV 9일 이평 상회 & 우상향) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
161510,PLUS 고배당주,관망,0,ETF 제외(PASS),PASS,PASS (보유 2.2%),ETF 제외(PASS),UNCONFIRMED(FAIL),FAIL,금지(조건미충족),ETF 제외,-,-,-,-,-,76.0,76.0,25510,2.08,741.4,24000,ON (상시감시),OFF (알림전용),27750,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상회 & 호전) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 5등급(3점: DI- 우위 및 강한 하락추세) / OBV 1등급(10점: OBV 9일 이평 상회 & 우상향) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
206650,유바이오로직스,관망,0,PASS,PASS,PASS (보유 0.9%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),100.0,25.0,20.0,20.0,20.0,15.0,63.0,77.8,8990,1.35,614.8,7760,ON (상시감시),OFF (알림전용),10840,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 2등급(12점: DI+ 우위) / OBV 4등급(4점: OBV 9일 이평 하회) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
234920,자이글,관망,0,FAIL,PASS,PASS (보유 17.1%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),27.0,5.0,4.0,4.0,8.0,6.0,66.0,50.4,5310,0.0,5256.3,0,ON (상시감시),OFF (알림전용),21100,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상회) / VWAP 2등급(12점: 단기 VWAP 상회) / 볼밴 1등급(15점: 상한선 돌파 상방 밴드위드 확장) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 4등급(4점: OBV 9일 이평 하회) / 채킨 4등급(4점: 매도세 우위) / 수급 4등급(6점: 수급 약세 지속)
241520,DSC인베스트먼트,관망,0,PASS,PASS,PASS (보유 0.3%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),84.0,25.0,4.0,20.0,20.0,15.0,66.0,73.2,8440,0.48,970.9,6490,ON (상시감시),OFF (알림전용),11360,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 2등급(12점: 단기 VWAP 상회) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 2등급(12점: DI+ 우위) / OBV 1등급(10점: OBV 9일 이평 상회 & 우상향) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
267260,HD현대일렉트릭,관망,0,PASS,PASS,PASS (보유 1.1%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),92.0,25.0,20.0,20.0,12.0,15.0,64.0,75.2,782000,-0.38,61264.0,659000,ON (상시감시),OFF (알림전용),966000,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 2등급(8점: OBV 9일 이평 상회) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
348340,뉴로메카,관망,0,FAIL,PASS,PASS (보유 1.0%),FAIL,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),23.0점 (잠정),5.0,4.0,4.0,4.0,6.0,66.0,48.8,24400,14.02,4584.3,15230,ON (상시감시),OFF (알림전용),38200,ON (상시감시),OFF (알림전용),75.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 2등급(12점: 단기 VWAP 상회) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 2등급(12점: DI+ 우위) / OBV 1등급(10점: OBV 9일 이평 상회 & 우상향) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
490590,RISE 미국AI밸류체인데일리고정커버드콜,관망,0,ETF 제외(PASS),PASS,FAIL (비중과다 46.9%),ETF 제외(PASS),UNCONFIRMED(FAIL),FAIL,금지(조건미충족),ETF 제외,-,-,-,-,-,80.0,80.0,14880,0.24,408.8,14060,ON (상시감시),OFF (알림전용),16110,ON (상시감시),OFF (알림전용),100.0,일목 3등급(12점: 구름대 내부 혼조) / VWAP 1등급(15점: 정배열 완벽) / 볼밴 2등급(12점: 중앙선 상회 유진) / DMI 1등급(15점: DI+ 우위 및 강한 추세) / OBV 1등급(10점: OBV 9일 이평 상회 & 우상향) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
